,file_path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor
28,/content/ravdess/Actor_09/03-02-06-01-01-02-09.wav,03,02,06,01,01,02,09
29,/content/ravdess/Actor_09/03-01-07-01-02-02-09.wav,03,01,07,01,02,02,09
30,/content/ravdess/Actor_09/03-01-06-02-02-01-09.wav,03,01,06,02,02,01,09
31,/content/ravdess/Actor_09/03-01-03-01-02-01-09.wav,03,01,03,01,02,01,09
32,/content/ravdess/Actor_09/03-02-03-02-02-02-09.wav,03,02,03,02,02,02,09
33,/content/ravdess/Actor_09/03-01-05-01-02-01-09.wav,03,01,05,01,02,01,09
34,/content/ravdess/Actor_09/03-01-08-01-02-02-09.wav,03,01,08,01,02,02,09
35,/content/ravdess/Actor_09/03-01-06-02-01-02-09.wav,03,01,06,02,01,02,09
36,/content/ravdess/Actor_09/03-01-02-02-02-02-09.wav,03,01,02,02,02,02,09
37,/content/ravdess/Actor_09/03-01-04-02-02-02-09.wav,03,01,04,02,02,02,09
38,/content/ravdess/Actor_09/03-02-06-01-02-02-09.wav,03,02,06,01,02,02,09
39,/content/ravdess/Actor_09/03-01-02-02-01-01-09.wav,03,01,02,02,01,01,09
40,/content/ravdess/Actor_09/03-01-07-02-02-01-09.wav,03,01,07,02,02,01,09
41,/content/ravdess/Actor_09/03-02-06-02-02-01-09.wav,03,02,06,02,02,01,09
42,/content/ravdess/Actor_09/03-02-01-01-01-02-09.wav,03,02,01,01,01,02,09
43,/content/ravdess/Actor_09/03-02-04-02-01-01-09.wav,03,02,04,02,01,01,09
44,/content/ravdess/Actor_09/03-02-04-02-02-01-09.wav,03,02,04,02,02,01,09
45,/content/ravdess/Actor_09/03-01-07-01-01-02-09.wav,03,01,07,01,01,02,09
46,/content/ravdess/Actor_09/03-01-01-01-01-01-09.wav,03,01,01,01,01,01,09
47,/content/ravdess/Actor_09/03-01-05-02-01-02-09.wav,03,01,05,02,01,02,09
48,/content/ravdess/Actor_09/03-02-03-01-01-01-09.wav,03,02,03,01,01,01,09
49,/content/ravdess/Actor_09/03-01-05-01-01-01-09.wav,03,01,05,01,01,01,09
50,/content/ravdess/Actor_09/03-02-02-02-02-02-09.wav,03,02,02,02,02,02,09
51,/content/ravdess/Actor_09/03-02-06-01-01-01-09.wav,03,02,06,01,01,01,09
52,/content/ravdess/Actor_09/03-02-04-01-01-01-09.wav,03,02,04,01,01,01,09
53,/content/ravdess/Actor_09/03-01-06-02-01-01-09.wav,03,01,06,02,01,01,09
54,/content/ravdess/Actor_09/03-01-08-02-02-02-09.wav,03,01,08,02,02,02,09
55,/content/ravdess/Actor_09/03-02-04-01-02-01-09.wav,03,02,04,01,02,01,09
56,/content/ravdess/Actor_09/03-02-02-01-01-01-09.wav,03,02,02,01,01,01,09
57,/content/ravdess/Actor_09/03-02-03-01-02-02-09.wav,03,02,03,01,02,02,09
58,/content/ravdess/Actor_09/03-01-07-02-01-01-09.wav,03,01,07,02,01,01,09
59,/content/ravdess/Actor_09/03-01-08-02-02-01-09.wav,03,01,08,02,02,01,09
60,/content/ravdess/Actor_09/03-01-06-02-02-02-09.wav,03,01,06,02,02,02,09
61,/content/ravdess/Actor_09/03-02-05-02-01-01-09.wav,03,02,05,02,01,01,09
62,/content/ravdess/Actor_09/03-01-03-01-02-02-09.wav,03,01,03,01,02,02,09
63,/content/ravdess/Actor_09/03-02-01-01-01-01-09.wav,03,02,01,01,01,01,09
64,/content/ravdess/Actor_09/03-02-04-01-02-02-09.wav,03,02,04,01,02,02,09
65,/content/ravdess/Actor_09/03-01-04-02-02-01-09.wav,03,01,04,02,02,01,09
66,/content/ravdess/Actor_09/03-02-01-01-02-01-09.wav,03,02,01,01,02,01,09
67,/content/ravdess/Actor_09/03-02-01-01-02-02-09.wav,03,02,01,01,02,02,09
68,/content/ravdess/Actor_09/03-02-04-02-02-02-09.wav,03,02,04,02,02,02,09
69,/content/ravdess/Actor_09/03-01-07-01-02-01-09.wav,03,01,07,01,02,01,09
70,/content/ravdess/Actor_09/03-01-06-01-02-02-09.wav,03,01,06,01,02,02,09
71,/content/ravdess/Actor_09/03-01-06-01-02-01-09.wav,03,01,06,01,02,01,09
72,/content/ravdess/Actor_09/03-01-08-01-01-01-09.wav,03,01,08,01,01,01,09
73,/content/ravdess/Actor_09/03-01-02-02-01-02-09.wav,03,01,02,02,01,02,09
74,/content/ravdess/Actor_09/03-01-03-01-01-01-09.wav,03,01,03,01,01,01,09
75,/content/ravdess/Actor_09/03-02-03-02-01-01-09.wav,03,02,03,02,01,01,09
76,/content/ravdess/Actor_09/03-01-03-02-01-02-09.wav,03,01,03,02,01,02,09
77,/content/ravdess/Actor_09/03-02-03-01-02-01-09.wav,03,02,03,01,02,01,09
78,/content/ravdess/Actor_09/03-02-05-01-02-02-09.wav,03,02,05,01,02,02,09
79,/content/ravdess/Actor_09/03-01-04-01-02-01-09.wav,03,01,04,01,02,01,09
80,/content/ravdess/Actor_09/03-01-08-02-01-01-09.wav,03,01,08,02,01,01,09
81,/content/ravdess/Actor_09/03-02-03-02-02-01-09.wav,03,02,03,02,02,01,09
82,/content/ravdess/Actor_09/03-02-05-02-02-02-09.wav,03,02,05,02,02,02,09
83,/content/ravdess/Actor_09/03-01-03-01-01-02-09.wav,03,01,03,01,01,02,09
84,/content/ravdess/Actor_09/03-02-05-02-02-01-09.wav,03,02,05,02,02,01,09
85,/content/ravdess/Actor_09/03-02-06-02-01-01-09.wav,03,02,06,02,01,01,09
86,/content/ravdess/Actor_09/03-02-04-02-01-02-09.wav,03,02,04,02,01,02,09
87,/content/ravdess/Actor_09/03-02-02-01-02-01-09.wav,03,02,02,01,02,01,09
88,/content/ravdess/Actor_09/03-02-02-02-02-01-09.wav,03,02,02,02,02,01,09
89,/content/ravdess/Actor_09/03-02-03-02-01-02-09.wav,03,02,03,02,01,02,09
90,/content/ravdess/Actor_09/03-02-06-02-01-02-09.wav,03,02,06,02,01,02,09
91,/content/ravdess/Actor_09/03-01-01-01-02-02-09.wav,03,01,01,01,02,02,09
92,/content/ravdess/Actor_09/03-02-02-02-01-01-09.wav,03,02,02,02,01,01,09
93,/content/ravdess/Actor_09/03-01-02-01-01-01-09.wav,03,01,02,01,01,01,09
94,/content/ravdess/Actor_09/03-01-03-02-02-01-09.wav,03,01,03,02,02,01,09
95,/content/ravdess/Actor_09/03-02-05-01-01-02-09.wav,03,02,05,01,01,02,09
96,/content/ravdess/Actor_09/03-01-01-01-02-01-09.wav,03,01,01,01,02,01,09
97,/content/ravdess/Actor_09/03-01-04-02-01-02-09.wav,03,01,04,02,01,02,09
98,/content/ravdess/Actor_09/03-01-04-02-01-01-09.wav,03,01,04,02,01,01,09
99,/content/ravdess/Actor_09/03-02-06-02-02-02-09.wav,03,02,06,02,02,02,09
100,/content/ravdess/Actor_09/03-01-01-01-01-02-09.wav,03,01,01,01,01,02,09
101,/content/ravdess/Actor_09/03-01-03-02-02-02-09.wav,03,01,03,02,02,02,09
102,/content/ravdess/Actor_09/03-01-06-01-01-01-09.wav,03,01,06,01,01,01,09
103,/content/ravdess/Actor_09/03-02-03-01-01-02-09.wav,03,02,03,01,01,02,09
104,/content/ravdess/Actor_22/03-01-05-02-02-02-22.wav,03,01,05,02,02,02,22
105,/content/ravdess/Actor_22/03-02-01-01-02-02-22.wav,03,02,01,01,02,02,22
106,/content/ravdess/Actor_22/03-02-03-02-02-01-22.wav,03,02,03,02,02,01,22
107,/content/ravdess/Actor_22/03-01-03-01-02-02-22.wav,03,01,03,01,02,02,22
108,/content/ravdess/Actor_22/03-02-03-02-02-02-22.wav,03,02,03,02,02,02,22
109,/content/ravdess/Actor_22/03-02-06-01-01-01-22.wav,03,02,06,01,01,01,22
110,/content/ravdess/Actor_22/03-01-08-01-01-01-22.wav,03,01,08,01,01,01,22
111,/content/ravdess/Actor_22/03-01-07-02-01-01-22.wav,03,01,07,02,01,01,22
112,/content/ravdess/Actor_22/03-01-06-02-02-01-22.wav,03,01,06,02,02,01,22
113,/content/ravdess/Actor_22/03-01-07-02-01-02-22.wav,03,01,07,02,01,02,22
114,/content/ravdess/Actor_22/03-01-08-02-01-01-22.wav,03,01,08,02,01,01,22
115,/content/ravdess/Actor_22/03-02-04-02-02-01-22.wav,03,02,04,02,02,01,22
116,/content/ravdess/Actor_22/03-01-04-02-01-02-22.wav,03,01,04,02,01,02,22
117,/content/ravdess/Actor_22/03-01-04-02-01-01-22.wav,03,01,04,02,01,01,22
118,/content/ravdess/Actor_22/03-02-05-01-02-02-22.wav,03,02,05,01,02,02,22
119,/content/ravdess/Actor_22/03-01-08-02-02-02-22.wav,03,01,08,02,02,02,22
120,/content/ravdess/Actor_22/03-01-02-02-01-01-22.wav,03,01,02,02,01,01,22
121,/content/ravdess/Actor_22/03-02-04-01-01-01-22.wav,03,02,04,01,01,01,22
122,/content/ravdess/Actor_22/03-01-03-02-02-01-22.wav,03,01,03,02,02,01,22
123,/content/ravdess/Actor_22/03-02-05-01-01-01-22.wav,03,02,05,01,01,01,22
124,/content/ravdess/Actor_22/03-02-06-01-02-01-22.wav,03,02,06,01,02,01,22
125,/content/ravdess/Actor_22/03-02-02-02-02-02-22.wav,03,02,02,02,02,02,22
126,/content/ravdess/Actor_22/03-01-06-02-02-02-22.wav,03,01,06,02,02,02,22
127,/content/ravdess/Actor_22/03-01-04-01-01-01-22.wav,03,01,04,01,01,01,22
128,/content/ravdess/Actor_22/03-02-02-01-02-02-22.wav,03,02,02,01,02,02,22
129,/content/ravdess/Actor_22/03-01-04-01-01-02-22.wav,03,01,04,01,01,02,22
130,/content/ravdess/Actor_22/03-02-05-01-01-02-22.wav,03,02,05,01,01,02,22
131,/content/ravdess/Actor_22/03-01-08-02-02-01-22.wav,03,01,08,02,02,01,22
132,/content/ravdess/Actor_22/03-01-03-01-01-02-22.wav,03,01,03,01,01,02,22
133,/content/ravdess/Actor_22/03-02-02-01-01-01-22.wav,03,02,02,01,01,01,22
134,/content/ravdess/Actor_22/03-02-06-02-02-02-22.wav,03,02,06,02,02,02,22
135,/content/ravdess/Actor_22/03-02-04-02-01-02-22.wav,03,02,04,02,01,02,22
136,/content/ravdess/Actor_22/03-01-06-01-02-02-22.wav,03,01,06,01,02,02,22
137,/content/ravdess/Actor_22/03-01-08-02-01-02-22.wav,03,01,08,02,01,02,22
138,/content/ravdess/Actor_22/03-02-03-02-01-01-22.wav,03,02,03,02,01,01,22
139,/content/ravdess/Actor_22/03-02-04-01-02-02-22.wav,03,02,04,01,02,02,22
140,/content/ravdess/Actor_22/03-01-07-01-02-01-22.wav,03,01,07,01,02,01,22
141,/content/ravdess/Actor_22/03-02-03-01-02-02-22.wav,03,02,03,01,02,02,22
142,/content/ravdess/Actor_22/03-02-03-01-01-02-22.wav,03,02,03,01,01,02,22
143,/content/ravdess/Actor_22/03-02-05-02-02-01-22.wav,03,02,05,02,02,01,22
144,/content/ravdess/Actor_22/03-01-02-01-02-02-22.wav,03,01,02,01,02,02,22
145,/content/ravdess/Actor_22/03-01-04-01-02-01-22.wav,03,01,04,01,02,01,22
146,/content/ravdess/Actor_22/03-02-02-01-02-01-22.wav,03,02,02,01,02,01,22
147,/content/ravdess/Actor_22/03-02-02-01-01-02-22.wav,03,02,02,01,01,02,22
148,/content/ravdess/Actor_22/03-01-06-02-01-02-22.wav,03,01,06,02,01,02,22
149,/content/ravdess/Actor_22/03-01-02-02-01-02-22.wav,03,01,02,02,01,02,22
150,/content/ravdess/Actor_22/03-01-03-02-01-02-22.wav,03,01,03,02,01,02,22
151,/content/ravdess/Actor_22/03-01-02-01-01-01-22.wav,03,01,02,01,01,01,22
152,/content/ravdess/Actor_22/03-01-07-01-01-02-22.wav,03,01,07,01,01,02,22
153,/content/ravdess/Actor_22/03-01-03-01-02-01-22.wav,03,01,03,01,02,01,22
154,/content/ravdess/Actor_22/03-01-03-02-02-02-22.wav,03,01,03,02,02,02,22
155,/content/ravdess/Actor_22/03-02-06-02-01-02-22.wav,03,02,06,02,01,02,22
156,/content/ravdess/Actor_22/03-02-04-02-01-01-22.wav,03,02,04,02,01,01,22
157,/content/ravdess/Actor_22/03-01-06-01-01-01-22.wav,03,01,06,01,01,01,22
158,/content/ravdess/Actor_22/03-02-06-01-02-02-22.wav,03,02,06,01,02,02,22
159,/content/ravdess/Actor_22/03-01-01-01-01-02-22.wav,03,01,01,01,01,02,22
160,/content/ravdess/Actor_22/03-02-05-02-01-01-22.wav,03,02,05,02,01,01,22
161,/content/ravdess/Actor_22/03-02-01-01-01-02-22.wav,03,02,01,01,01,02,22
162,/content/ravdess/Actor_22/03-02-01-01-02-01-22.wav,03,02,01,01,02,01,22
163,/content/ravdess/Actor_22/03-01-05-01-02-02-22.wav,03,01,05,01,02,02,22
164,/content/ravdess/Actor_22/03-01-05-01-01-02-22.wav,03,01,05,01,01,02,22
165,/content/ravdess/Actor_22/03-02-03-02-01-02-22.wav,03,02,03,02,01,02,22
166,/content/ravdess/Actor_22/03-01-03-02-01-01-22.wav,03,01,03,02,01,01,22
167,/content/ravdess/Actor_22/03-01-07-01-01-01-22.wav,03,01,07,01,01,01,22
168,/content/ravdess/Actor_22/03-01-04-02-02-01-22.wav,03,01,04,02,02,01,22
169,/content/ravdess/Actor_22/03-01-08-01-01-02-22.wav,03,01,08,01,01,02,22
170,/content/ravdess/Actor_22/03-02-02-02-01-02-22.wav,03,02,02,02,01,02,22
171,/content/ravdess/Actor_22/03-02-02-02-02-01-22.wav,03,02,02,02,02,01,22
172,/content/ravdess/Actor_22/03-01-02-01-01-02-22.wav,03,01,02,01,01,02,22
173,/content/ravdess/Actor_22/03-02-06-02-01-01-22.wav,03,02,06,02,01,01,22
174,/content/ravdess/Actor_22/03-01-03-01-01-01-22.wav,03,01,03,01,01,01,22
175,/content/ravdess/Actor_22/03-01-05-02-01-01-22.wav,03,01,05,02,01,01,22
176,/content/ravdess/Actor_22/03-01-01-01-02-02-22.wav,03,01,01,01,02,02,22
177,/content/ravdess/Actor_22/03-02-05-01-02-01-22.wav,03,02,05,01,02,01,22
178,/content/ravdess/Actor_22/03-01-06-02-01-01-22.wav,03,01,06,02,01,01,22
179,/content/ravdess/Actor_22/03-01-05-02-02-01-22.wav,03,01,05,02,02,01,22
180,/content/ravdess/Actor_22/03-02-06-02-02-01-22.wav,03,02,06,02,02,01,22
181,/content/ravdess/Actor_22/03-01-04-01-02-02-22.wav,03,01,04,01,02,02,22
182,/content/ravdess/Actor_22/03-02-05-02-02-02-22.wav,03,02,05,02,02,02,22
183,/content/ravdess/Actor_22/03-02-06-01-01-02-22.wav,03,02,06,01,01,02,22
184,/content/ravdess/Actor_22/03-01-02-02-02-02-22.wav,03,01,02,02,02,02,22
185,/content/ravdess/Actor_22/03-01-02-02-02-01-22.wav,03,01,02,02,02,01,22
186,/content/ravdess/Actor_22/03-01-05-02-01-02-22.wav,03,01,05,02,01,02,22
187,/content/ravdess/Actor_22/03-02-05-02-01-02-22.wav,03,02,05,02,01,02,22
188,/content/ravdess/Actor_22/03-02-01-01-01-01-22.wav,03,02,01,01,01,01,22
189,/content/ravdess/Actor_22/03-01-06-01-01-02-22.wav,03,01,06,01,01,02,22
190,/content/ravdess/Actor_22/03-01-08-01-02-02-22.wav,03,01,08,01,02,02,22
191,/content/ravdess/Actor_22/03-01-07-01-02-02-22.wav,03,01,07,01,02,02,22
192,/content/ravdess/Actor_22/03-02-04-01-02-01-22.wav,03,02,04,01,02,01,22
193,/content/ravdess/Actor_22/03-02-04-01-01-02-22.wav,03,02,04,01,01,02,22
194,/content/ravdess/Actor_22/03-02-03-01-01-01-22.wav,03,02,03,01,01,01,22
195,/content/ravdess/Actor_22/03-01-07-02-02-01-22.wav,03,01,07,02,02,01,22
196,/content/ravdess/Actor_22/03-01-05-01-02-01-22.wav,03,01,05,01,02,01,22
197,/content/ravdess/Actor_22/03-01-06-01-02-01-22.wav,03,01,06,01,02,01,22
198,/content/ravdess/Actor_22/03-01-01-01-01-01-22.wav,03,01,01,01,01,01,22
199,/content/ravdess/Actor_22/03-02-02-02-01-01-22.wav,03,02,02,02,01,01,22
200,/content/ravdess/Actor_22/03-02-03-01-02-01-22.wav,03,02,03,01,02,01,22
201,/content/ravdess/Actor_22/03-01-04-02-02-02-22.wav,03,01,04,02,02,02,22
202,/content/ravdess/Actor_22/03-01-02-01-02-01-22.wav,03,01,02,01,02,01,22
203,/content/ravdess/Actor_22/03-01-08-01-02-01-22.wav,03,01,08,01,02,01,22
204,/content/ravdess/Actor_22/03-02-04-02-02-02-22.wav,03,02,04,02,02,02,22
205,/content/ravdess/Actor_22/03-01-05-01-01-01-22.wav,03,01,05,01,01,01,22
206,/content/ravdess/Actor_22/03-01-01-01-02-01-22.wav,03,01,01,01,02,01,22
207,/content/ravdess/Actor_22/03-01-07-02-02-02-22.wav,03,01,07,02,02,02,22
208,/content/ravdess/Actor_19/03-01-06-01-01-02-19.wav,03,01,06,01,01,02,19
209,/content/ravdess/Actor_19/03-02-06-02-02-01-19.wav,03,02,06,02,02,01,19
210,/content/ravdess/Actor_19/03-01-03-02-01-01-19.wav,03,01,03,02,01,01,19
211,/content/ravdess/Actor_19/03-01-06-01-02-01-19.wav,03,01,06,01,02,01,19
212,/content/ravdess/Actor_19/03-01-03-01-02-02-19.wav,03,01,03,01,02,02,19
213,/content/ravdess/Actor_19/03-01-01-01-02-02-19.wav,03,01,01,01,02,02,19
214,/content/ravdess/Actor_19/03-02-06-01-02-01-19.wav,03,02,06,01,02,01,19
215,/content/ravdess/Actor_19/03-01-05-02-02-01-19.wav,03,01,05,02,02,01,19
216,/content/ravdess/Actor_19/03-01-05-01-02-01-19.wav,03,01,05,01,02,01,19
217,/content/ravdess/Actor_19/03-01-06-02-01-01-19.wav,03,01,06,02,01,01,19
218,/content/ravdess/Actor_19/03-02-05-02-01-01-19.wav,03,02,05,02,01,01,19
219,/content/ravdess/Actor_19/03-01-05-01-01-01-19.wav,03,01,05,01,01,01,19
220,/content/ravdess/Actor_19/03-01-08-01-02-02-19.wav,03,01,08,01,02,02,19
221,/content/ravdess/Actor_19/03-01-05-02-01-01-19.wav,03,01,05,02,01,01,19
222,/content/ravdess/Actor_19/03-02-03-01-01-02-19.wav,03,02,03,01,01,02,19
223,/content/ravdess/Actor_19/03-01-01-01-01-01-19.wav,03,01,01,01,01,01,19
224,/content/ravdess/Actor_19/03-01-07-02-01-01-19.wav,03,01,07,02,01,01,19
225,/content/ravdess/Actor_19/03-01-08-02-01-02-19.wav,03,01,08,02,01,02,19
226,/content/ravdess/Actor_19/03-01-01-01-01-02-19.wav,03,01,01,01,01,02,19
227,/content/ravdess/Actor_19/03-02-04-01-02-01-19.wav,03,02,04,01,02,01,19
228,/content/ravdess/Actor_19/03-01-03-01-02-01-19.wav,03,01,03,01,02,01,19
229,/content/ravdess/Actor_19/03-01-01-01-02-01-19.wav,03,01,01,01,02,01,19
230,/content/ravdess/Actor_19/03-02-04-02-01-01-19.wav,03,02,04,02,01,01,19
231,/content/ravdess/Actor_19/03-01-03-02-01-02-19.wav,03,01,03,02,01,02,19
232,/content/ravdess/Actor_19/03-01-06-02-02-02-19.wav,03,01,06,02,02,02,19
233,/content/ravdess/Actor_19/03-01-07-01-01-01-19.wav,03,01,07,01,01,01,19
234,/content/ravdess/Actor_19/03-01-05-01-01-02-19.wav,03,01,05,01,01,02,19
235,/content/ravdess/Actor_19/03-02-05-01-01-01-19.wav,03,02,05,01,01,01,19
236,/content/ravdess/Actor_19/03-01-02-02-01-02-19.wav,03,01,02,02,01,02,19
237,/content/ravdess/Actor_19/03-02-06-02-01-02-19.wav,03,02,06,02,01,02,19
238,/content/ravdess/Actor_19/03-02-03-02-01-02-19.wav,03,02,03,02,01,02,19
239,/content/ravdess/Actor_19/03-01-04-02-01-02-19.wav,03,01,04,02,01,02,19
240,/content/ravdess/Actor_19/03-01-04-01-01-01-19.wav,03,01,04,01,01,01,19
241,/content/ravdess/Actor_19/03-01-04-02-01-01-19.wav,03,01,04,02,01,01,19
242,/content/ravdess/Actor_19/03-02-05-02-01-02-19.wav,03,02,05,02,01,02,19
243,/content/ravdess/Actor_19/03-01-06-01-01-01-19.wav,03,01,06,01,01,01,19
244,/content/ravdess/Actor_19/03-01-07-02-02-01-19.wav,03,01,07,02,02,01,19
245,/content/ravdess/Actor_19/03-02-02-02-02-02-19.wav,03,02,02,02,02,02,19
246,/content/ravdess/Actor_19/03-01-08-02-02-01-19.wav,03,01,08,02,02,01,19
247,/content/ravdess/Actor_19/03-02-03-02-01-01-19.wav,03,02,03,02,01,01,19
248,/content/ravdess/Actor_19/03-02-04-01-01-02-19.wav,03,02,04,01,01,02,19
249,/content/ravdess/Actor_19/03-01-02-01-01-02-19.wav,03,01,02,01,01,02,19
250,/content/ravdess/Actor_19/03-01-08-01-01-02-19.wav,03,01,08,01,01,02,19
251,/content/ravdess/Actor_19/03-02-05-01-02-02-19.wav,03,02,05,01,02,02,19
252,/content/ravdess/Actor_19/03-01-07-01-01-02-19.wav,03,01,07,01,01,02,19
253,/content/ravdess/Actor_19/03-02-03-01-02-01-19.wav,03,02,03,01,02,01,19
254,/content/ravdess/Actor_19/03-02-02-01-02-01-19.wav,03,02,02,01,02,01,19
255,/content/ravdess/Actor_19/03-02-05-01-02-01-19.wav,03,02,05,01,02,01,19
256,/content/ravdess/Actor_19/03-02-04-02-02-02-19.wav,03,02,04,02,02,02,19
257,/content/ravdess/Actor_19/03-02-04-02-02-01-19.wav,03,02,04,02,02,01,19
258,/content/ravdess/Actor_19/03-01-06-02-01-02-19.wav,03,01,06,02,01,02,19
259,/content/ravdess/Actor_19/03-01-03-01-01-02-19.wav,03,01,03,01,01,02,19
260,/content/ravdess/Actor_19/03-01-04-01-02-02-19.wav,03,01,04,01,02,02,19
261,/content/ravdess/Actor_19/03-01-03-02-02-02-19.wav,03,01,03,02,02,02,19
262,/content/ravdess/Actor_19/03-01-03-01-01-01-19.wav,03,01,03,01,01,01,19
263,/content/ravdess/Actor_19/03-02-01-01-02-02-19.wav,03,02,01,01,02,02,19
264,/content/ravdess/Actor_19/03-02-03-01-01-01-19.wav,03,02,03,01,01,01,19
265,/content/ravdess/Actor_19/03-02-02-01-01-01-19.wav,03,02,02,01,01,01,19
266,/content/ravdess/Actor_19/03-01-05-02-02-02-19.wav,03,01,05,02,02,02,19
267,/content/ravdess/Actor_19/03-02-05-01-01-02-19.wav,03,02,05,01,01,02,19
268,/content/ravdess/Actor_19/03-02-02-01-02-02-19.wav,03,02,02,01,02,02,19
269,/content/ravdess/Actor_19/03-02-03-02-02-01-19.wav,03,02,03,02,02,01,19
270,/content/ravdess/Actor_19/03-01-05-01-02-02-19.wav,03,01,05,01,02,02,19
271,/content/ravdess/Actor_19/03-02-04-02-01-02-19.wav,03,02,04,02,01,02,19
272,/content/ravdess/Actor_19/03-01-07-01-02-01-19.wav,03,01,07,01,02,01,19
273,/content/ravdess/Actor_19/03-01-02-01-02-02-19.wav,03,01,02,01,02,02,19
274,/content/ravdess/Actor_19/03-02-02-01-01-02-19.wav,03,02,02,01,01,02,19
275,/content/ravdess/Actor_19/03-02-02-02-01-01-19.wav,03,02,02,02,01,01,19
276,/content/ravdess/Actor_19/03-02-02-02-02-01-19.wav,03,02,02,02,02,01,19
277,/content/ravdess/Actor_19/03-01-03-02-02-01-19.wav,03,01,03,02,02,01,19
278,/content/ravdess/Actor_19/03-01-08-01-01-01-19.wav,03,01,08,01,01,01,19
279,/content/ravdess/Actor_19/03-02-03-02-02-02-19.wav,03,02,03,02,02,02,19
280,/content/ravdess/Actor_19/03-01-02-02-02-02-19.wav,03,01,02,02,02,02,19
281,/content/ravdess/Actor_19/03-01-07-02-02-02-19.wav,03,01,07,02,02,02,19
282,/content/ravdess/Actor_19/03-01-04-02-02-01-19.wav,03,01,04,02,02,01,19
283,/content/ravdess/Actor_19/03-01-05-02-01-02-19.wav,03,01,05,02,01,02,19
284,/content/ravdess/Actor_19/03-02-04-01-02-02-19.wav,03,02,04,01,02,02,19
285,/content/ravdess/Actor_19/03-02-03-01-02-02-19.wav,03,02,03,01,02,02,19
286,/content/ravdess/Actor_19/03-01-02-01-02-01-19.wav,03,01,02,01,02,01,19
287,/content/ravdess/Actor_19/03-01-07-01-02-02-19.wav,03,01,07,01,02,02,19
288,/content/ravdess/Actor_19/03-02-05-02-02-01-19.wav,03,02,05,02,02,01,19
289,/content/ravdess/Actor_19/03-01-02-01-01-01-19.wav,03,01,02,01,01,01,19
290,/content/ravdess/Actor_19/03-01-04-01-02-01-19.wav,03,01,04,01,02,01,19
291,/content/ravdess/Actor_19/03-02-06-02-02-02-19.wav,03,02,06,02,02,02,19
292,/content/ravdess/Actor_19/03-01-07-02-01-02-19.wav,03,01,07,02,01,02,19
293,/content/ravdess/Actor_19/03-02-06-01-01-02-19.wav,03,02,06,01,01,02,19
294,/content/ravdess/Actor_19/03-01-02-02-02-01-19.wav,03,01,02,02,02,01,19
295,/content/ravdess/Actor_19/03-01-08-02-02-02-19.wav,03,01,08,02,02,02,19
