,file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0,/content/ravdess/Actor_18/03-01-08-02-02-01-18.wav,0 days 00:00:00,0 days 00:00:03.870541667,38.99156,0.15584952,35.907276,39.296124,42.793915,6.8866386,24.561134,19.418064,132.11131,77.51785,0.24552359,1.1489649,0.002312204,0.052472647,0.5829883,0.58067614,4.563905,3.1977444,3.8034472,2.178143,0.11280861,1.331434,8.544018,1.7168344,4.2501373,3.3353767,-0.040226154,-295.59616,-7.340955,-2.208852,0.047453042,1.7103908,1.084402,0.7599593,7.468844,0.64319545,9.464225,1.0129725,22.205526,0.42695436,660.2412,0.40856734,1182.0614,0.23565301,-144.33134,-0.57919794,1688.6764,0.22253764,809.3479,0.5094706,-130.08531,-0.6604514,2901.4956,0.08640455,496.60568,0.4905414,-132.8473,-0.61966413,-14.786115,-0.70589066,25.005857,0.33765924,0.11751012,0.3230529,-0.012152693,-1.5341226,0.2628684,0.4697983,21.359152,0.6418471,7.0278745,2.521011,2.8610458,5.857626,-21.020256,-0.79890966,0.2753853,9.027599,0.098686285,0.015790101,0.019448863,2.3316064,1.0498688,0.37,0.20615527,0.44799998,0.43586233,-38.245834
0,/content/ravdess/Actor_18/03-01-02-01-02-02-18.wav,0 days 00:00:00,0 days 00:00:03.503499999,33.282433,0.07485569,31.172714,33.246788,35.62698,4.4542656,37.754837,33.483532,20.594343,8.23781,0.11621844,1.217149,0.0016126409,0.028031671,0.25016007,0.24854743,2.0488338,1.083782,2.1968005,1.1980811,0.033920903,1.4683462,14.340818,1.375013,8.39501,1.6055404,6.173247,1.7222483,0.8638366,14.924102,0.013036693,0.9218139,1.1986465,0.98458296,8.7040415,0.49957815,7.47963,1.3118318,27.683758,0.29276183,632.31866,0.32913506,1154.2533,0.21631588,-130.56265,-0.6731203,1709.7928,0.20020507,794.3011,0.48698813,-132.64133,-0.6198857,2803.3672,0.122335896,702.5418,0.6087297,-135.41577,-0.5810539,-18.251692,-0.4443128,29.497133,0.29907387,0.09879844,0.3118073,-0.015050897,-0.8590809,0.07707637,0.6797982,32.294704,0.47508806,13.82452,1.078012,10.906812,1.1377913,-6.1014843,-2.4140706,-2.3168015,10.643222,0.09355093,0.015117907,0.0075587723,2.0057306,1.4534885,0.26,0.13175735,0.5025,0.43378422,-45.697124
0,/content/ravdess/Actor_18/03-01-04-01-02-01-18.wav,0 days 00:00:00,0 days 00:00:03.536875,34.190582,0.050481834,32.6895,34.56371,35.557964,2.8684654,129.14685,109.60749,15.63799,9.918084,0.10881382,1.1706302,0.001994681,0.021402985,0.24178204,0.23978736,2.3962603,1.3109462,2.018945,1.2769077,0.028570019,1.5252869,14.080157,1.4805309,8.968949,1.1996878,3.653377,2.692015,-3.0573783,-4.4055076,0.010883458,1.1514982,0.8868021,1.0743859,9.864022,0.42205414,6.360256,1.2222148,30.818304,0.33179098,511.86066,0.43537822,1244.8218,0.26054195,-132.35773,-0.6794324,1503.2711,0.22928473,967.4665,0.28715813,-134.87979,-0.6147871,2663.041,0.13095382,911.17883,0.4165872,-138.88676,-0.558937,-18.025688,-0.4253711,30.563587,0.34213346,0.116959415,0.22490087,-0.01752342,-0.6434247,0.06919563,0.6774421,34.080933,0.49658984,14.524625,0.80726844,5.7380815,2.4086528,-14.636175,-0.98834527,-1.8507721,9.780033,0.08630118,0.012293227,0.0050706663,1.9886364,1.4409221,0.252,0.12765577,0.35,0.4354691,-46.23725
0,/content/ravdess/Actor_18/03-01-06-02-01-01-18.wav,0 days 00:00:00,0 days 00:00:03.737083333,45.354176,0.05474969,43.681927,45.267654,47.55558,3.8736534,190.70149,218.52853,46.395855,26.144224,0.5186881,1.2974143,0.006504263,0.16701919,1.0478989,1.0413946,13.353203,9.458652,14.802582,11.014282,0.37459034,1.6757461,2.0304508,5.0950217,-9.779857,-1.5367967,-5.5471106,-2.5230694,-6.0932636,-2.728024,0.044230107,1.368906,1.246686,0.66110015,5.493174,1.1558925,2.6302207,4.7055717,8.589843,1.4573418,890.546,0.3033797,1057.3607,0.3546876,-145.59937,-0.58753234,1860.8264,0.17148453,847.2336,0.46597284,-131.10777,-0.69087064,2937.3723,0.09556698,803.8493,0.45307362,-132.97308,-0.6620452,-3.197125,-2.5794268,15.391792,0.5082358,0.1514681,0.23657206,0.001391786,8.731464,0.99506795,0.70869106,9.114733,1.100842,-21.56587,-0.8033565,-12.949179,-1.5382938,-22.791842,-0.68565655,2.169383,7.2379107,0.063832015,0.01223937,0.027365485,2.419355,0.8174387,0.4433333,0.4360683,0.75333333,0.51512676,-30.140743
0,/content/ravdess/Actor_18/03-01-04-02-02-02-18.wav,0 days 00:00:00,0 days 00:00:03.837166667,42.990597,0.15831906,41.35504,43.522865,46.145782,4.790741,88.04124,70.25272,39.63147,107.93669,0.46265104,1.1749223,0.0065500457,0.21664643,1.0886376,1.0820875,10.277808,5.4060316,7.3355947,5.328212,0.23629682,1.4711429,6.656232,1.9738514,-10.926107,-1.5307878,-4.885757,-2.7076223,-10.4646435,-1.6615348,0.043516487,1.296783,1.0015383,0.65127075,7.2784657,0.8886649,7.3046055,1.268008,10.721234,1.0711379,881.8609,0.33504352,1104.8284,0.3086557,-121.71647,-0.7655139,1836.5858,0.17470185,894.7221,0.43775317,-111.35839,-0.8375605,2854.8032,0.098514006,670.5971,0.49605814,-111.22323,-0.8267576,-6.3489337,-1.2849061,15.391684,0.5138604,0.14773823,0.29120222,-0.0064501096,-2.326704,0.48658413,0.7618505,14.260108,0.8228531,-20.227795,-0.89383626,-8.807193,-1.8749857,-23.236626,-0.7292805,2.07153,5.4692035,0.09412886,0.010957349,0.014264423,2.8795812,1.32626,0.35,0.2684027,0.31833333,0.35507822,-32.520554
0,/content/ravdess/Actor_18/03-01-04-02-01-02-18.wav,0 days 00:00:00,0 days 00:00:03.837166667,45.340862,0.10304694,42.77983,45.483803,49.316734,6.5369034,175.0511,219.106,98.01466,154.40349,0.45031902,1.2416441,0.008261833,0.16727723,1.0097398,1.001478,12.089132,5.6267943,10.03958,5.439188,0.2942869,1.5547669,5.094013,2.156507,-9.754459,-1.5672326,-2.89676,-5.246656,-13.855875,-1.456553,0.043338552,1.7339814,1.3696885,0.68765247,8.129589,0.733391,6.4015026,2.047518,11.689929,1.1461625,784.01636,0.4239099,1099.3676,0.3684442,-141.4955,-0.6178736,1748.1012,0.21276002,832.38776,0.54737365,-117.55296,-0.78527737,2888.1301,0.101761416,607.2826,0.4882597,-119.89772,-0.74616635,-7.9495277,-1.0706491,18.09515,0.44213465,0.16418609,0.22460254,-0.0059506116,-1.8733709,0.65360516,0.75678444,12.315616,0.8674894,-18.283499,-0.94552815,-11.761643,-1.4844545,-31.773102,-0.527485,2.7289543,3.952224,0.097419575,0.0077164955,0.013395265,2.356021,0.795756,0.55,0.037416574,0.5125,0.49352682,-30.84391
0,/content/ravdess/Actor_18/03-01-03-02-01-02-18.wav,0 days 00:00:00,0 days 00:00:03.937250,48.005783,0.05949838,46.188488,48.508728,50.792065,4.6035767,33.53572,48.830463,61.39728,26.033573,0.6197734,1.281389,0.0060198144,0.17681797,1.3329607,1.3269409,16.036955,8.482329,13.523199,9.205803,0.4374887,1.5120796,2.7354076,3.659312,-9.702834,-1.6172873,-2.720099,-6.424621,-6.8334417,-2.341954,0.028247004,1.0140164,1.2407913,0.6910107,8.426899,0.7326031,8.016983,1.214718,11.612866,1.1622523,851.31586,0.3452188,1095.2229,0.38495925,-145.29112,-0.5816455,1817.9594,0.17982723,913.9911,0.53202796,-125.85489,-0.719881,2934.7686,0.10176974,742.1248,0.60261124,-127.16112,-0.69249636,-2.7409043,-3.685904,16.71554,0.53998846,0.11033087,0.51026493,-0.0024318036,-5.3268867,1.0436949,0.6681668,6.184561,1.8322709,-18.1827,-1.0473491,-12.815931,-1.786536,-19.761663,-0.7444573,2.0341978,6.3207026,0.07510494,0.01081454,0.045681175,2.8061225,1.2919897,0.302,0.41595194,0.5575,0.39486548,-25.755136
0,/content/ravdess/Actor_18/03-01-07-02-01-01-18.wav,0 days 00:00:00,0 days 00:00:04.771416667,42.71717,0.11431345,41.15665,43.994835,45.802002,4.6453514,203.71272,211.84567,156.3793,168.91043,0.49147514,1.414292,0.005543955,0.058284692,0.99143034,0.9858864,15.82826,13.130341,13.29926,9.969632,0.3332813,1.8378375,2.178711,5.2878466,-9.006659,-1.7907275,-1.9564227,-8.139552,-10.870279,-1.9559795,0.044138245,1.6319605,1.2062835,0.5143142,6.0970902,0.82171303,7.1919265,1.563737,12.094593,0.90167725,763.363,0.46893355,1004.65326,0.29902673,-151.74617,-0.54712456,1836.082,0.22254302,866.9738,0.52532864,-132.96481,-0.6812817,2873.3313,0.109697066,772.34143,0.47356227,-133.96132,-0.6637294,-2.8272376,-3.155046,14.182679,0.5805001,0.14508191,0.26657826,-0.0020749827,-8.516873,0.9073401,0.82328266,8.919684,1.1766846,-20.076546,-0.9601629,-7.552723,-3.0470436,-34.639652,-0.5270095,4.2638087,7.0316377,0.089658506,0.01601076,0.027450701,1.6806724,0.8492569,0.405,0.2573422,0.59999996,0.45431265,-30.599174
0,/content/ravdess/Actor_18/03-01-02-01-02-01-18.wav,0 days 00:00:00,0 days 00:00:03.636979167,33.470802,0.07438977,31.56887,32.848125,36.172695,4.6038246,49.98883,40.990692,12.869692,8.512239,0.117766835,1.2313825,0.0015857685,0.037012726,0.24198177,0.24039601,1.9353402,1.2349439,1.8857627,1.2389191,0.0345799,1.3838704,15.078055,1.2688807,9.616756,1.4493991,6.3782372,1.9579871,1.8320469,7.5754232,0.012941762,0.89483416,1.0016862,1.0439333,9.62571,0.32588217,7.527465,1.0182537,28.076979,0.3037211,621.388,0.3315298,1132.6781,0.14693604,-124.83566,-0.7165462,1711.9066,0.18970202,805.4212,0.3267509,-128.92389,-0.6409702,2816.765,0.11921202,706.7701,0.5751778,-131.2722,-0.60636157,-19.7993,-0.40682527,30.533237,0.2501357,0.09804511,0.31088102,-0.015007695,-0.78182226,0.075960815,0.6111868,32.847992,0.38667402,14.169591,1.1333516,12.122,1.2946335,-5.2081943,-3.1284418,-3.0691142,12.314638,0.09403082,0.017454648,0.00610106,1.6574587,1.1204482,0.37,0.20049937,0.39999998,0.41823435,-45.84628
0,/content/ravdess/Actor_24/03-02-05-01-01-02-24.wav,0 days 00:00:00,0 days 00:00:04.371020833,43.952408,0.052112337,42.4327,43.864094,46.369705,3.937004,24.917326,19.585768,34.94852,24.700893,0.6275295,1.2112156,0.009578043,0.2715242,1.3719658,1.3623878,8.547314,4.7037625,11.260058,5.4374604,0.29948878,1.3184922,5.073779,2.2078667,-8.644553,-1.6916646,-7.7421074,-2.0053556,-20.6647,-0.9331554,0.021501098,1.29523,0.97993803,0.74240893,9.577752,0.59493995,6.27935,1.4050704,16.617838,0.4693339,691.27765,0.4633122,1058.9923,0.24188668,-136.93704,-0.66211814,1767.3745,0.21169113,723.4404,0.47526592,-105.69037,-0.88877225,2874.2468,0.13395423,618.2826,0.46586218,-108.3045,-0.84112376,-6.4755855,-1.3971037,18.539455,0.3849612,0.14193256,0.24009031,-0.008608021,-1.8155198,0.5865885,0.648362,12.074977,0.8214947,-16.731707,-0.92519176,-16.122707,-1.1018583,-34.417526,-0.47678584,1.3485749,4.863988,0.10689073,0.0055681677,0.013639462,1.8348624,0.46403712,1.0799999,0.53999996,0.7,0.45438603,-29.264893
0,/content/ravdess/Actor_24/03-02-05-01-02-02-24.wav,0 days 00:00:00,0 days 00:00:04.304291667,44.35806,0.042675223,43.282677,44.093403,45.548218,2.265541,33.09273,21.915499,28.567743,22.434155,0.47578543,1.1600016,0.009791339,0.17926143,1.104686,1.0948946,7.3013096,3.0282047,6.201187,3.4775927,0.19051434,1.3182199,6.564475,1.7982415,-9.844533,-1.6062733,-10.395076,-1.333229,-15.651514,-1.1340793,0.014353899,1.4254134,0.7800086,0.81631047,10.674149,0.5378062,5.8483405,1.1828536,16.082985,0.48462215,733.5766,0.44302717,1169.2632,0.34844166,-137.3097,-0.6469307,1705.4298,0.20043658,897.2174,0.6093989,-109.83227,-0.8522378,2783.6455,0.12267313,660.92914,0.4781573,-113.70428,-0.7852544,-6.6448665,-1.1824461,18.911478,0.35070792,0.15594056,0.21605983,-0.0020357827,-6.679986,0.3912469,0.59665275,13.813935,0.8385076,-17.983627,-0.9021244,-18.518599,-0.85442245,-29.7633,-0.51101035,0.023620456,7.476041,0.121548206,0.010282965,0.00811999,1.8648019,0.7075472,0.67333335,0.49935517,0.53749996,0.4476257,-32.600956
0,/content/ravdess/Actor_24/03-02-04-02-01-01-24.wav,0 days 00:00:00,0 days 00:00:04.938270833,44.803856,0.03663165,43.75534,44.315247,46.52307,2.7677307,19.188236,3.5045273,7.4208107,6.0731635,0.20137237,1.1293844,0.008068999,0.14382157,0.32515156,0.31708255,2.4069521,1.6149911,2.3923597,1.4763579,0.054167353,1.2460486,9.482435,1.5596249,-2.470418,-4.891334,-11.000484,-1.4054816,-26.527197,-0.7935161,0.012882422,1.2295873,0.66370654,0.862471,13.989385,0.3554792,11.983548,0.6815845,24.55364,0.376371,695.5337,0.41621634,1228.795,0.23501953,-135.85849,-0.6300244,1760.6821,0.24828985,878.93475,0.45718324,-113.318886,-0.76849604,2930.333,0.11873652,634.42224,0.665752,-117.51158,-0.7008251,-15.17743,-0.7077012,27.82649,0.34386906,0.17649718,0.16898711,-0.010387926,-1.3738387,0.101077326,0.67011005,20.547483,0.49667138,-3.7550268,-3.9196956,-17.818707,-1.0056156,-42.835407,-0.3647972,0.5085264,6.938113,0.12425216,0.0064296364,0.009222102,1.8292682,1.4373717,0.33428568,0.25393233,0.33857143,0.4503151,-41.18173
0,/content/ravdess/Actor_24/03-01-03-02-02-01-24.wav,0 days 00:00:00,0 days 00:00:03.870541667,39.841892,0.052519217,38.194305,39.85148,41.46862,3.2743149,43.84013,32.786873,23.70923,10.413564,0.39947405,1.2276081,0.0100859655,0.12804256,0.8572097,0.84712374,7.730681,6.777232,8.238776,5.7289066,0.16242872,1.4477651,6.8665633,2.040721,-3.8815026,-3.7340162,-1.2976328,-9.532224,-13.751305,-1.177937,0.010207912,1.2045637,0.937249,0.8931117,9.612894,0.3948859,3.4493718,3.1748857,14.3863735,0.54534525,592.82404,0.48216227,1122.2654,0.24056073,-152.73419,-0.52683353,1640.3799,0.21336794,808.1703,0.38881874,-122.5813,-0.7507101,2652.045,0.11710917,672.5103,0.5824171,-124.800026,-0.71391463,-8.796383,-0.78625035,17.757511,0.35159972,0.12473354,0.27724034,-0.014231854,-0.7799372,0.37093616,0.64503914,18.571438,0.6097215,-12.483313,-1.2902316,-7.4174333,-2.0182135,-24.044798,-0.72049284,0.2929589,5.6319385,0.11468613,0.0075908955,0.023234123,2.5906737,0.78740156,0.52,0.4475116,0.545,0.44645828,-34.99707
0,/content/ravdess/Actor_24/03-02-03-02-01-01-24.wav,0 days 00:00:00,0 days 00:00:04.738083333,44.609905,0.04777818,43.359535,44.139416,47.444916,4.0853806,40.173588,40.68469,9.97094,11.362954,0.42675063,1.2423143,0.011671786,0.27857858,0.7955959,0.7839241,4.1036596,2.589368,7.9465723,6.792804,0.15355569,1.5493431,6.6584764,1.9243627,-8.110494,-1.7449181,-7.2761893,-1.9846045,-21.64065,-0.9004122,0.01633676,1.8353403,0.8170177,1.003765,11.898716,0.46607077,10.328192,0.8033793,18.66076,0.44092134,681.38403,0.4183394,1157.1794,0.21334797,-134.67087,-0.666244,1733.7338,0.1939728,845.7986,0.47405502,-107.87354,-0.84178036,2803.653,0.09993911,686.3904,0.5771931,-110.762886,-0.7921102,-10.014152,-0.8551403,20.14227,0.3764169,0.1552055,0.19391292,-0.0068302336,-1.9949405,0.29552048,0.9152517,15.244809,0.6468716,-14.832626,-1.0378772,-14.442907,-1.1211386,-35.696896,-0.44308865,1.4250985,4.937056,0.114162296,0.008203717,0.016322466,1.483051,0.8583691,0.5775,0.27270633,0.452,0.46931437,-33.679108
0,/content/ravdess/Actor_24/03-01-02-01-01-01-24.wav,0 days 00:00:00,0 days 00:00:03.570229167,36.701874,0.08132337,34.254555,35.30355,39.76386,5.509304,152.52473,129.26485,18.549896,8.8384,0.079163976,1.2221014,0.0021112307,0.01317792,0.16307437,0.16096315,1.7561967,1.4710718,2.0116026,1.1495632,0.01738165,1.5653582,9.789597,1.7236367,2.9982846,3.0022051,0.60334945,17.671316,-4.240787,-2.8582022,0.012687056,1.0141919,0.93479544,0.90538245,10.243276,0.29909557,9.651393,1.0063139,22.118317,0.32791302,532.93134,0.44016176,1150.1238,0.24422467,-152.89297,-0.5295902,1567.5475,0.20669703,903.4698,0.38141224,-147.3383,-0.5400168,2521.6409,0.15275487,829.39465,0.34631896,-149.10623,-0.51416755,-13.001859,-0.6036083,22.711205,0.34925848,0.14667857,0.17144081,-0.012605776,-0.8796166,0.044108536,0.7531566,26.276024,0.565185,2.7859638,4.224483,1.0985353,15.878823,-11.81082,-1.2758046,-1.9488997,9.615898,0.12617241,0.011825635,0.008493733,2.52809,1.994302,0.13857143,0.0412063,0.29874998,0.41693637,-52.684483
0,/content/ravdess/Actor_24/03-02-05-02-02-01-24.wav,0 days 00:00:00,0 days 00:00:04.337666667,43.503895,0.072441146,42.796295,43.77917,45.411743,2.615448,151.42789,164.34406,66.38737,90.53527,0.9563373,1.2431976,0.021524947,0.2516337,2.2400215,2.2184966,18.451902,8.11083,17.802023,12.354786,0.5798286,1.4256188,4.8965206,2.392601,-10.730993,-1.4924936,-5.468041,-3.0704064,-17.751886,-1.0216178,0.028546147,2.8080013,0.8964665,0.8193827,10.042743,0.52144873,6.6000304,1.3571037,14.263307,0.62377906,854.73956,0.39692897,961.8737,0.40496713,-129.60966,-0.7129524,1946.907,0.18455368,700.1416,0.44811854,-110.7745,-0.8510735,3007.5798,0.13136752,666.47845,0.83260095,-113.21572,-0.8095978,-4.681374,-1.7688552,15.6087265,0.44568676,0.1337567,0.27234963,-0.0067015556,-2.3136787,1.2075557,0.70080703,10.288284,1.1350094,-20.700613,-0.7707318,-13.67739,-1.4714303,-31.647182,-0.5226033,-0.19361232,7.1375365,0.12027229,0.0049203523,0.03872593,1.6203705,0.9367682,0.48999998,0.54267853,0.444,0.42664272,-23.986006
0,/content/ravdess/Actor_24/03-01-05-02-02-02-24.wav,0 days 00:00:00,0 days 00:00:05.105104167,38.83391,0.08633977,37.039158,38.704475,41.06694,4.0277824,140.13911,102.52319,55.83337,40.75688,0.5711024,1.3730814,0.010042908,0.12451158,1.1029491,1.0929062,11.957841,7.4612284,9.400907,7.861776,0.29854232,1.5969418,6.5189567,2.3626134,-1.8354855,-8.560865,-3.5604167,-4.6764684,-14.638699,-1.4561042,0.031512346,1.6076435,1.1177969,0.7625334,7.798778,0.6167403,3.5976763,3.0736449,13.507375,0.7761502,812.01025,0.3909832,998.86206,0.2794536,-133.05113,-0.713827,1936.1475,0.18476538,584.6586,0.491248,-119.765434,-0.7782627,3035.5728,0.13880105,570.0782,0.5025575,-120.89193,-0.7591965,-6.645683,-1.309824,18.149994,0.46620187,0.116381824,0.28330794,-0.013927298,-1.1907802,0.67861474,0.78988695,15.754425,0.71960557,-11.776888,-1.4409515,-7.8163276,-2.9623373,-33.28302,-0.6147902,-0.3294782,7.7702236,0.09390496,0.0100524835,0.029741555,2.357564,1.1904762,0.34666666,0.18544242,0.4042857,0.37435114,-29.53291
0,/content/ravdess/Actor_24/03-02-02-01-02-01-24.wav,0 days 00:00:00,0 days 00:00:05.105104167,45.025085,0.04052274,43.804688,44.191383,47.8753,4.070614,28.82269,34.628662,9.724882,5.834438,0.26050967,0.9544429,0.008643346,0.2151246,0.47850037,0.469857,2.235948,1.7322569,3.7191374,1.9150071,0.055403005,1.2701672,6.609868,2.1166117,-3.8951046,-3.0522156,-13.442485,-0.9650051,-26.793917,-0.8555653,0.0072998926,1.2572478,0.5683875,0.83766556,14.770284,0.25450322,10.270655,0.8159387,21.357105,0.3300659,632.7941,0.48779324,1192.2546,0.26442206,-140.87564,-0.60501385,1610.8677,0.24967197,786.3615,0.398727,-105.91151,-0.8477046,2845.5923,0.08870595,538.7149,0.6565192,-110.95224,-0.76252854,-11.554004,-0.62637484,23.138199,0.30043867,0.1753711,0.14455314,-0.0060982658,-2.0173035,0.10059288,0.7270439,15.869598,0.6580757,-8.034114,-1.4834692,-20.766521,-0.5689853,-44.55859,-0.38776478,0.5890516,6.1143723,0.12731797,0.0065725683,0.008467959,1.5717093,1.1904762,0.4283333,0.37145737,0.38833332,0.44625914,-39.957058
0,/content/ravdess/Actor_24/03-01-07-02-01-01-24.wav,0 days 00:00:00,0 days 00:00:04.337666667,34.223072,0.28153378,26.283567,33.32905,39.71812,13.434553,276.92172,215.16183,263.93887,149.1187,0.16522437,1.1574519,0.008200223,0.10072024,0.29507554,0.2868753,4.3749447,4.8282394,2.6620915,1.798617,0.06116812,1.3798027,8.293401,1.7042942,-1.9330603,-5.770437,-5.416098,-3.3352623,-13.807092,-1.164107,0.1034442,1.110779,2.2715673,0.71257406,-0.9018045,-6.6346536,-0.2850177,-36.864697,11.956214,0.887158,807.0819,0.33682296,1019.34406,0.27674547,-145.107,-0.62247664,1862.6191,0.14322068,692.89795,0.49931207,-136.40897,-0.6495526,3090.2405,0.14614642,554.7315,0.5822446,-137.32614,-0.6347646,-7.7478905,-0.9737669,18.202085,0.5042204,0.13364588,0.22402166,-0.020241687,-0.79797214,0.14300585,0.66233045,18.365335,0.6971124,-8.406931,-1.132379,-12.082147,-2.2588322,-29.773394,-0.5308057,-0.9241193,8.836409,0.11917341,0.006465758,0.024508381,2.777778,2.1077282,0.14666666,0.09556847,0.278,0.35207382,-46.071663
0,/content/ravdess/Actor_24/03-01-04-02-01-02-24.wav,0 days 00:00:00,0 days 00:00:04.571250,38.284798,0.122333616,35.420322,38.34465,42.691727,7.2714043,110.71617,104.03251,37.31819,22.85819,0.23542611,1.3271039,0.00965871,0.10914508,0.4368577,0.42719898,6.398956,3.7273164,5.27522,3.3915465,0.10396664,1.7387301,11.183662,1.3236321,-1.7388811,-7.8508534,0.1335736,109.042114,-14.10914,-1.245021,0.035409182,1.78657,1.7589679,0.8610448,6.0591826,0.93602943,7.7695374,1.2968879,18.586157,0.580619,714.8679,0.43832776,1113.549,0.2998122,-145.40218,-0.59749264,1777.0935,0.20073628,757.5413,0.448686,-125.53131,-0.7109676,2874.7012,0.15858738,686.7623,0.70100045,-127.17408,-0.68535334,-10.125093,-0.8573174,20.676273,0.43051553,0.1268298,0.26856014,-0.016255142,-0.716116,0.23933044,0.9271087,22.337454,0.6013794,-9.85906,-1.4858987,0.21162258,96.839516,-27.718855,-0.61262494,-3.6964753,11.271786,0.0966263,0.005583421,0.014586016,2.1929824,1.330377,0.29666665,0.16669999,0.43166667,0.44666976,-40.27132
0,/content/ravdess/Actor_24/03-02-02-02-01-02-24.wav,0 days 00:00:00,0 days 00:00:05.638979167,44.89645,0.04151874,43.59875,44.08861,47.54973,3.9509773,16.111292,8.952194,12.53788,4.0341387,0.2960724,1.0179389,0.009142546,0.19507033,0.6470828,0.6379403,3.471866,3.1859593,3.4394238,2.2553952,0.060782388,1.2061372,10.487102,1.239392,-8.863423,-1.4562263,-12.330812,-1.2719202,-29.500982,-0.81174433,0.007834898,1.4926372,0.6057852,1.3526791,15.268228,0.21960364,11.505585,0.6118353,23.778505,0.30504903,701.1465,0.34450093,1204.3397,0.22422299,-116.6978,-0.81010085,1705.5135,0.20531695,833.87244,0.4560358,-98.48859,-0.9190212,2876.8257,0.07591459,585.7958,0.55601275,-103.2592,-0.8309198,-11.715023,-0.63678205,24.6842,0.26713014,0.1754419,0.16603817,-0.0068270145,-1.6761678,0.10397383,0.71010756,19.004562,0.4408741,-14.712547,-0.8872178,-19.976229,-0.8202951,-47.048065,-0.35204846,-0.2193228,6.42846,0.126859,0.008035447,0.009243811,1.7793595,1.0771993,0.50666666,0.21367161,0.3983333,0.4410373,-38.469574
